"","Price","Beds","Baths","sq.ft","Floor","Move_in_date","building_id","unit_id","URL","Day_Recorded","Amenity","Apartment.Name","Address","City","Units","Northern_Exposure","Southern_Exposure","Eastern_Exposure","Western_Exposure","Balcony","Walk_In_Closet","Fireplace","City_Skyline","Kitchen_Island","Stainless_Appliances","Renovated","Office_Space","Days_Till_Available","Day_of_the_week_recorded","Unique_ID"
"69",2132,1,1,679,3,"2021-08-10","01","0303","https://www.equityapartments.com/arlington/virginia-square/virginia-square-apartments","2021-07-17","Balcony
                            

                                Eastern Exposure
                            

                                Walk-in Closet","
Virginia Square Apartments","901 N. Nelson St.

Arlington VA 22203","Washington DC",231,0,0,1,0,1,1,0,0,0,0,0,0,24,"Wednesday","010303
VirginiaSquareApartments"
"70",3187,2,2,1090,15,"2021-07-19","01","1513","https://www.equityapartments.com/arlington/virginia-square/virginia-square-apartments","2021-07-17","Balcony
                            

                                Gas Fireplace
                            

                                Northern Exposure
                            

                                Walk-in Closet
                            

                                Western Exposure","
Virginia Square Apartments","901 N. Nelson St.

Arlington VA 22203","Washington DC",231,1,0,0,1,1,1,1,0,0,0,0,0,2,"Wednesday","011513
VirginiaSquareApartments"
"71",2353,1,1,834,3,"2021-07-17","1","307 
","https://www.equityapartments.com/arlington/ballston/liberty-tower-apartments","2021-07-17","Hard Surface Flooring
                            

                                Juliet Balcony
                            

                                Open Concept Den or Study
                            

                                Stainless Steel Appliances
                            

                                Walk-in Closet
                            

                                Western Exposure","Liberty Tower Apartments","818 N. Quincy Street

Arlington VA 22203","Washington DC",235,0,0,0,1,1,1,0,0,0,1,0,0,0,"Wednesday","1307
LibertyTowerApartments"
"72",3321,2,2,1011,20,"2021-09-09","1","2003","https://www.equityapartments.com/arlington/ballston/liberty-tower-apartments","2021-07-17","Double Sinks
                            

                                Hard Surface Flooring
                            

                                Renovated
                            

                                Stainless Steel Appliances
                            

                                Walk Out Balcony
                            

                                Walk-in Closet
                            

                                Western Exposure","Liberty Tower Apartments","818 N. Quincy Street

Arlington VA 22203","Washington DC",235,0,0,0,1,1,1,0,0,0,1,1,0,54,"Wednesday","12003LibertyTowerApartments"
"73",2197,0,1,469,9,"2021-07-17","01","0912","https://www.equityapartments.com/washington-dc/friendship-heights/wisconsin-place-apartments","2021-07-17","Balcony
                            

                                Hardwood Floors
                            

                                Southern Exposure
                            

                                Walk-in Closet","Wisconsin Place Apartments","4440 Willard Ave.

Chevy Chase MD 20815","Washington DC",432,0,1,0,0,1,1,0,0,0,0,0,0,0,"Wednesday","010912WisconsinPlaceApartments"
"74",2660,1,1,792,6,"2021-08-05","01","0616","https://www.equityapartments.com/washington-dc/friendship-heights/wisconsin-place-apartments","2021-07-17","Balcony
                            

                                Hardwood Floors
                            

                                Southern Exposure
                            

                                Tranquil Courtyard View
                            

                                Walk-in Closet","Wisconsin Place Apartments","4440 Willard Ave.

Chevy Chase MD 20815","Washington DC",432,0,1,0,0,1,1,0,0,0,0,0,0,19,"Wednesday","010616WisconsinPlaceApartments"
"75",3513,2,2,1019,7,"2021-09-08","01","0710","https://www.equityapartments.com/washington-dc/friendship-heights/wisconsin-place-apartments","2021-07-17","Balcony
                            

                                Eastern Exposure
                            

                                Southern Exposure
                            

                                Tranquil Courtyard View
                            

                                Walk-in Closet","Wisconsin Place Apartments","4440 Willard Ave.

Chevy Chase MD 20815","Washington DC",432,0,1,1,0,1,1,0,0,0,0,0,0,53,"Wednesday","010710WisconsinPlaceApartments"
"76",1850,1,1,644,7,"2021-07-17","1","701 
","https://www.equityapartments.com/alexandria/old-town-alexandria/the-dalton-apartments","2021-07-17","Unit In Phase 1","
The Dalton Apartments","1225 First Street

Alexandria VA 22314","Washington DC",270,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wednesday","1701

TheDaltonApartments"
"77",2725,2,1,877,5,"2021-08-26","1","515 
","https://www.equityapartments.com/alexandria/old-town-alexandria/the-dalton-apartments","2021-07-17","Add'l Bedroom Closet
                            

                                Balcony
                            

                                Kitchen Island
                            

                                Unit In Phase 1","
The Dalton Apartments","1225 First Street

Alexandria VA 22314","Washington DC",270,0,0,0,0,1,0,0,0,1,0,0,0,40,"Wednesday","1515

TheDaltonApartments"
"78",1549,0,1,500,10,"2021-10-06","133","1030","https://www.equityapartments.com/maryland/silver-spring/the-veridian-apartments","2021-07-17","Kitchen Appl-Stainless
                            

                                Southern Exposure
                            

                                Vinyl Wood Flooring","
The Veridian Apartments","1133 East-West Highway

Silver Spring MD 20910","Washington DC",457,0,1,0,0,0,0,0,0,0,1,0,0,81,"Wednesday","1331030
TheVeridianApartments"
"79",1812,1,1,660,14,"2021-08-05","133","1428","https://www.equityapartments.com/maryland/silver-spring/the-veridian-apartments","2021-07-17","Balcony
                            

                                Kitchen Appl-Stainless
                            

                                Southern Exposure
                            

                                Vinyl Wood Flooring","
The Veridian Apartments","1133 East-West Highway

Silver Spring MD 20910","Washington DC",457,0,1,0,0,1,0,0,0,0,1,0,0,19,"Wednesday","1331428
TheVeridianApartments"
"80",2432,2,2,1097,9,"2021-07-17","010","0902","https://www.equityapartments.com/maryland/silver-spring/the-veridian-apartments","2021-07-17","Balcony
                            

                                Eastern Exposure
                            

                                Hardwood Floors
                            

                                Kitchen Appl-Stainless","
The Veridian Apartments","1133 East-West Highway

Silver Spring MD 20910","Washington DC",457,0,0,1,0,1,0,0,0,0,1,0,0,0,"Wednesday","0100902
TheVeridianApartments"
"81",1867,1,1,614,5,"2021-09-30","N","503 
","https://www.equityapartments.com/alexandria/old-town-alexandria/1111-belle-pre-apartments","2021-07-17","Juliet Balcony
                            

                                Northern Exposure
                            

                                Overlooks Lush Courtyard","
1111 Belle Pre Apartments","1111 Belle Pre Way

Alexandria VA 22314","Washington DC",360,1,0,0,0,1,0,0,0,0,0,0,0,75,"Wednesday","N503

1111BellePreApartments"
"82",2513,2,2,827,4,"2021-08-19","N","428 
","https://www.equityapartments.com/alexandria/old-town-alexandria/1111-belle-pre-apartments","2021-07-17","Juliet Balcony
                            

                                Kitchen Island
                            

                                Northern Exposure
                            

                                Three Juliet Balconies
                            

                                Two Juliet Balconies","
1111 Belle Pre Apartments","1111 Belle Pre Way

Alexandria VA 22314","Washington DC",360,1,0,0,0,1,0,0,0,1,0,0,0,33,"Wednesday","N428

1111BellePreApartments"
"83",2095,1,1,541,4,"2021-07-17","1","411 
","https://www.equityapartments.com/maryland/bethesda/the-edge-apartments","2021-07-17","Stand-up Shower","The Edge Apartments","4885 Edgemoor Ln

Bethesda MD 20814","Washington DC",154,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wednesday","1411
TheEdgeApartments"
"84",5325,3,2,1235,3,"2021-07-17","1","306 
","https://www.equityapartments.com/maryland/bethesda/the-edge-apartments","2021-07-17","Built-in Bookcase
                            

                                Double Sinks in Bathroom
                            

                                Stand-up Shower","The Edge Apartments","4885 Edgemoor Ln

Bethesda MD 20814","Washington DC",154,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wednesday","1306
TheEdgeApartments"
"85",1842,0,1,499,5,"2021-09-04","1","506 
","https://www.equityapartments.com/maryland/bethesda/edgemont-at-bethesda-metro-apartments","2021-07-17","Balcony
                            

                                Eastern Exposure
                            

                                Hard Surface Flooring
                            

                                Stacked Washer and Dryer","Edgemont at Bethesda Metro Apartments","4903 Edgemoor Lane

Bethesda MD 20814","Washington DC",122,0,0,1,0,1,0,0,0,0,0,0,0,49,"Wednesday","1506
EdgemontatBethesdaMetroApartments"
"86",2173,1,1,719,3,"2021-07-17","1","315 
","https://www.equityapartments.com/maryland/bethesda/edgemont-at-bethesda-metro-apartments","2021-07-17","Balcony
                            

                                Hard Surface Flooring
                            

                                Stacked Washer and Dryer
                            

                                View of Community Pool
                            

                                Western Sunset Views","Edgemont at Bethesda Metro Apartments","4903 Edgemoor Lane

Bethesda MD 20814","Washington DC",122,0,0,0,0,1,0,0,0,0,0,0,0,0,"Wednesday","1315
EdgemontatBethesdaMetroApartments"
